date,district,cases_today,percentage_tests_positive,outside_source_details,case_details,remarks,cases_total,active_cases,recovered_total,deaths_total
2020-11-02,gurdaspur,17,,,"5 contacts of positive cases, 2 new cases (ili), 10 new cases",,6916,160,6557,199
2020-11-02,bathinda,35,,2 new cases (domestic traveler),"14 new cases, 17 new cases (ili), 2 contacts of positive cases",,7195,390,6654,151
2020-11-02,hoshiarpur,38,,,"6 new cases (ili), 13 contacts of positive cases, 19 new cases",,6250,225,5811,214
2020-11-02,ferozepur,13,,,"1 new case, 12 contacts of positive cases",,4226,87,4014,125
2020-11-02,pathankot,6,,,6 new cases,,4454,107,4236,111
2020-11-02,sangrur,13,,,"3 new cases (ili), 1 contact of positive case, 9 new cases (opd)",,3939,86,3688,165
2020-11-02,kapurthala,9,,,9 new cases,,4085,123,3795,167
2020-11-02,faridkot,6,,,6 new cases,,3247,116,3073,58
2020-11-02,muktsar,14,,,"5 new cases (opd), 5 new cases (ili), 3 contacts of positive cases, 1 new case",,3046,137,2845,64
2020-11-02,fazilka,8,,,"2 new cases (ili), 6 new cases (opd)",,3064,188,2827,49
2020-11-02,moga,2,,,2 new case,,2471,23,2367,81
2020-11-02,ropar,10,,,10 new cases,,2490,171,2204,115
2020-11-02,fg sahib,2,,,2 contacts of positive cases,,2171,39,2031,101
2020-11-02,barnala,6,,,6 new cases (opd),,2077,134,1891,52
2020-11-02,tarn taran,5,,,"4 new cases, 1 contact of positive case",,2008,57,1863,88
2020-11-02,sbs nagar,9,,,"8 new cases, 1 new cases (ili)",,1908,46,1799,63
2020-11-02,mansa,6,,,"1 contact of positive case, 5 new cases",,1931,77,1818,36
2020-11-02,total,,,,,,134371,4183,125961,4227
2020-11-01,ludhiana,68,,1 new case (domestic traveler),"4 contacts of positive cases, 7 new cases (opd), 1 new case (pre-operative), 28 new cases, 26 new cases (ili), 1 new case (hcw)",,20360,339,19181,840
2020-11-01,jalandhar,61,,,,rest cases details pending as reports received late.,15195,608,14117,470
2020-11-01,patiala,28,,,"1 contact of positive cases, 27 new cases",,12837,290,12167,380
2020-11-01,sas nagar,32,,,"10 new cases (ili), 13 new cases, 1 new case (p.w), 8 new cases (opd)",,12408,523,11647,238
2020-11-01,amritsar,23,,,"3 contacts of positive cases, 20 new cases",,11894,300,11140,454
2020-11-01,gurdaspur,12,,,"2 new cases (ili), 10 new cases",,6902,160,6543,199
2020-11-01,bathinda,19,,,"12 new cases, 6 new cases (ili), 1 new case (hcw)",,7160,379,6631,150
2020-11-01,hoshiarpur,14,,,"6 contacts of positive cases, 3 new cases (ili), 5 new cases",,6212,213,5786,213
2020-11-01,ferozepur,5,,,,cases details pending as reports received late.,4213,74,4014,125
2020-11-01,pathankot,7,,,7 new cases,,4448,111,4227,110
2020-11-01,sangrur,12,,,"1 new case (ili), 2 contacts of positive cases, 9 new cases",,3926,76,3685,165
2020-11-01,kapurthala,6,,,"1 contact of positive case, 5 new cases",,4076,138,3771,167
2020-11-01,faridkot,5,,,5 new cases,,3241,110,3073,58
2020-11-01,muktsar,8,,,"4 new cases (opd), 2 new cases (ili), 2 contacts of positive cases",,3032,133,2836,63
2020-11-01,fazilka,2,,1 new case (domestic traveler),1 contact of positive case,,3056,192,2815,49
2020-11-01,moga,3,,,3 new cases,,2469,25,2364,80
2020-11-01,ropar,4,,,4 new cases,,2480,177,2189,114
2020-11-01,fg sahib,1,,,1 new cases (ili),,2168,41,2027,100
2020-11-01,barnala,4,,,4 contacts of positive cases,,2071,136,1883,52
2020-11-01,tarn taran,0,,,,,2003,57,1858,88
2020-11-01,sbs nagar,3,,,"2 new cases, 1 new case (ili)",,1899,38,1798,63
2020-11-01,mansa,8,,,8 new cases,,1925,75,1814,36
2020-11-01,total,,,,,,133975,4195,125566,4214
2020-10-31,ludhiana,42,,,4 contacts of positive cases. 12 new cases (opd). 23 new cases (ili). 1 new case (hcw). 2 new cases.,,20292,283,19170,839
2020-10-31,jalandhar,105,,,,cases details pending as reports received late.,15134,596,14070,468
2020-10-31,patiala,34,,,2 contacts of positive cases. 32 new cases,,12809,297,12134,378
2020-10-31,sas nagar,74,,,,cases details pending as reports received late.,12376,569,11569,238
2020-10-31,amritsar,9,,,2 contacts of positive case. 7 new cases.,,11871,298,11119,454
2020-10-31,gurdaspur,13,,,13 new cases.,,6891,153,6539,199
2020-10-31,bathinda,58,,,,cases details pending as reports received late.,7148,392,6605,151
2020-10-31,hoshiarpur,34,,,14 contacts of positive cases. 4 new cases (ili). 16 new cases.,,6198,240,5747,211
2020-10-31,ferozepur,7,,,7 contacts of positive cases.,,4208,69,4014,125
2020-10-31,pathankot,8,,,8 new cases,,4441,119,4212,110
2020-10-31,sangrur,10,,,2 new cases (ili). 5 new cases. 3 contacts of positive cases.,,3914,67,3683,164
2020-10-31,kapurthala,18,,,2 contact of positive cases. 16 new cases.,,4070,137,3766,167
2020-10-31,faridkot,19,,,10 new cases. 9 contacts of positive cases,,3236,105,3073,58
2020-10-31,muktsar,9,,,5 new cases (opd). 4 new cases (ili),,3024,153,2808,63
2020-10-31,fazilka,27,,,4 new cases (ili). 23 new cases (opd),,3054,203,2803,48
2020-10-31,moga,3,,,3 new cases.,,2466,23,2364,79
2020-10-31,ropar,4,,,4 new cases,,2476,173,2189,114
2020-10-31,fg sahib,4,,,1 contact of positive case. 1 new case (ili). 2 new cases (opd),,2167,42,2025,100
2020-10-31,barnala,3,,,3 new cases (opd),,2067,156,1859,52
2020-10-31,tarn taran,2,,,1 new case. 1 contact of positive case.,,2003,65,1852,86
2020-10-31,sbs nagar,8,,,7 new cases. 1 new case (pre operative),,1896,43,1790,63
2020-10-31,mansa,12,,,12 new cases.,,1917,74,1807,36
2020-10-31,total,,,,,,133658,4257,125198,4203
2020-10-30,ludhiana,65,,,"4 contacts of positive cases, 25 new cases (opd), 24 new cases (ili), 1 new case (hcw), 1 new case (pre-operative), 1 new case (sari), 9 new cases",,20250,245,19168,837
2020-10-30,jalandhar,65,,,rest cases details pending as reports received late.,,15030,563,14000,467
2020-10-30,patiala,28,,,"5 contacts of positive cases, 23 new cases",,12775,285,12112,378
2020-10-30,sas nagar,49,,,"8 new cases (ili), 3 contacts of positive cases, 1 new case (p w), 1 new case (front line worker), 16 new cases, 20 new cases (opd)",,12302,530,11536,236
2020-10-30,amritsar,36,,,"14 contacts of positive cases, 22 new cases",,11862,332,11078,452
2020-10-30,gurdaspur,11,,,"1 contact of positive case, 1 new case (ili), 9 new cases",,6878,161,6518,199
2020-10-30,bathinda,29,,,"10 new cases (ili), 19 new cases",,7091,338,6605,148
2020-10-30,hoshiarpur,27,,,"8 contacts of positive cases, 4 new cases (ili), 15 new cases",,6163,235,5717,211
2020-10-30,ferozepur,10,,,"3 contacts of positive cases, 7 new cases",,4201,63,4014,124
2020-10-30,pathankot,16,,,"3 contacts of positive cases, 13 new cases",,4433,124,4199,110
2020-10-30,sangrur,4,,"3 new cases, 1 new case (ili)",,,3904,62,3678,164
2020-10-30,kapurthala,8,,1 new case (domestic traveler),7 new cases,,4052,123,3762,167
2020-10-30,faridkot,17,,1 new case (domestic traveler),"6 contacts of positive cases, 8 new cases, 2 new cases (health care worker)",,3220,90,3073,57
2020-10-30,muktsar,20,,,"7 new cases (opd), 8 new cases (ili), 5 contacts of positive cases",,3015,154,2800,61
2020-10-30,fazilka,24,,,"17 new cases (opd), 5 new cases (ili), 2 contacts of positive",,3027,199,2780,48
2020-10-30,moga,6,,,6 new cases,,2462,29,2355,78
2020-10-30,ropar,6,,,6 new cases,,2472,181,2177,114
2020-10-30,fg sahib,3,,,"1 new case (ili), 2 new cases (opd)",,2163,41,2022,100
2020-10-30,barnala,2,,,2 new cases (opd),,2064,162,1850,52
2020-10-30,tarn taran,2,,,2 new cases,,2001,70,1846,85
2020-10-30,sbs nagar,3,,,"1 new case (ili), 2 new cases",,1888,42,1783,63
2020-10-30,mansa,2,,,2 new cases,,1905,72,1797,36
2020-10-30,total,,,,,,133158,4101,124870,4187
2020-10-29,ludhiana,50,,,11 contacts of positive cases. 15 new cases (opd). 16 new cases (ili). 7 new cases. 1 new case (hcw),,20185,234,19116,835
2020-10-29,jalandhar,67,,,,cases details pending as reports received late.,14965,584,13914,467
2020-10-29,patiala,26,,,2 contacts of positive cases. 24 new cases.,,12747,279,12092,376
2020-10-29,sas nagar,40,,,3 contacts of positive cases. 9 new cases. 4 new cases (ili). 1 new case (pre operative). 23 new cases (opd).,,12253,502,11515,236
2020-10-29,amritsar,47,,,12 contacts of positive cases. 35 new cases.,,11826,328,11047,451
2020-10-29,gurdaspur,8,,,8 new cases.,,6869,158,6513,198
2020-10-29,bathinda,66,,,31 new cases. 23 new cases (ili). 3 contacts of positive cases. 1 new case (anc). 8 new cases (hcw),,7062,378,6538,146
2020-10-29,hoshiarpur,36,,5 new cases (domestic travelers),10 contacts of positive cases. 5 new cases (ili). 16 new cases.,,6136,240,5686,210
2020-10-29,ferozepur,5,,,2 new cases. 3 contacts of positive cases.,,4191,80,3989,122
2020-10-29,pathankot,17,,,15 new cases. 2 contacts of positive cases.,,4417,134,4174,109
2020-10-29,sangrur,6,,,1 new case (ili). 1 contact of positive case. 4 new cases.,,3900,71,3665,164
2020-10-29,kapurthala,16,,,16 new cases.,,4044,123,3755,166
2020-10-29,faridkot,18,,,9 contacts of positive cases. 9 new cases.,,3203,149,2997,57
2020-10-29,muktsar,10,,,4 new cases (opd). 4 new cases (ili). 2 contacts of positive cases.,,2995,154,2780,61
2020-10-29,fazilka,21,,,9 new cases (sari). 1 new case (ili). 11 new cases (opd),,3003,194,2761,48
2020-10-29,moga,5,,,5 new cases.,,2456,23,2355,78
2020-10-29,ropar,5,,,5 new cases.,,2466,180,2173,113
2020-10-29,fg sahib,8,,,8 new cases (ili),,2160,72,1989,99
2020-10-29,barnala,4,,,1 contact of positive case. 3 new cases (opd),,2062,181,1831,50
2020-10-29,tarn taran,4,,,1 new case (opd). 1 contacts of positive cases. 2 new cases.,,1999,73,1841,85
2020-10-29,sbs nagar,0,,,,,1885,43,1781,61
2020-10-29,mansa,9,,,9 new cases.,,1903,86,1781,36
2020-10-29,total,,,,,,132727,4266,124293,4168
2020-10-28,ludhiana,38,,,4 contacts of positive cases. 14 new cases (opd). 14 new cases (ili). 4 new cases. 1 new case (police personnel). 1 new case (sari),,20134,238,19062,834
2020-10-28,jalandhar,67,,,,cases details pending as reports received late.,14898,518,13914,466
2020-10-28,patiala,38,,,8 contacts of positive cases. 30 new cases.,,12721,293,12053,375
2020-10-28,sas nagar,73,,,30 new cases. 13 new cases (ili). 1 new case (pre operative). 29 new cases (opd).,,12213,516,11461,236
2020-10-28,amritsar,42,,,11 contacts of positive cases. 31 new cases.,,11777,308,11018,451
2020-10-28,gurdaspur,22,,,9 contacts of positive cases. 13 new cases.,,6859,167,6496,196
2020-10-28,bathinda,53,,2 new cases (domestic travelers),29 new cases. 19 new cases (ili). 3 contacts of positive cases.,,6998,347,6505,146
2020-10-28,hoshiarpur,28,,,12 contacts of positive cases. 4 new cases (ili). 12 new cases.,,6106,246,5652,208
2020-10-28,ferozepur,15,,,7 new case. 8 contacts of positive cases.,,4186,93,3972,121
2020-10-28,pathankot,20,,,5 contacts of positive cases. 15 new cases.,,4400,136,4155,109
2020-10-28,sangrur,17,,,11 new cases. 1 new case (ili). 3 contacts of positive cases. 2 new cases (pre operative),,3894,77,3653,164
2020-10-28,kapurthala,10,,,10 new cases.,,4028,128,3734,166
2020-10-28,faridkot,18,,,3 contacts of positive cases. 12 new cases. 1 new case (pre operative). 2 new cases (frontline workers),,3185,153,2977,55
2020-10-28,muktsar,15,,,6 new cases (opd). 4 contacts of positive cases. 5 new cases (ili),,2985,163,2761,61
2020-10-28,fazilka,26,,,4 contacts of positive cases. 5 new cases (ili). 17 new cases (opd),,2982,191,2743,48
2020-10-28,moga,3,,,3 new cases.,,2452,25,2348,79
2020-10-28,ropar,17,,,17 new cases.,,2461,177,2171,113
2020-10-28,fg sahib,4,,1 new case (domestic traveler),3 contacts of positive cases.,,2152,68,1985,99
2020-10-28,barnala,2,,,2 new cases (opd),,2058,184,1824,50
2020-10-28,tarn taran,1,,,1 new case.,,1995,83,1827,85
2020-10-28,sbs nagar,11,,,11 new cases.,,1885,49,1775,61
2020-10-28,mansa,8,,,8 new cases.,,1894,79,1780,35
2020-10-28,total,,,,,,132263,4239,123866,4158
2020-10-27,ludhiana,50,,,6 contacts of positive cases.9 new cases (opd). 23 new cases (ili). 2 new cases (hcw). 7 new cases. 1 new case (pre operative). 1 new case (anc). 1 new case (sari),,20096,238,19026,832
2020-10-27,jalandhar,25,,,,rest cases details pending as reports received late.,14831,512,13856,463
2020-10-27,patiala,34,,,13 contacts of positive cases. 19 new cases. 2 new cases (sari),,12684,275,12035,374
2020-10-27,sas nagar,20,,,,cases details pending as reports received late.,12140,486,11420,234
2020-10-27,amritsar,26,,,6 contacts of positive cases. 20 new cases.,,11735,295,10994,446
2020-10-27,gurdaspur,11,,,1 contact of positive case. 1 new case (ili). 1 new case (anc). 8 new cases.,,6838,158,6484,196
2020-10-27,bathinda,15,,,5 new cases (ili). 10 new cases (opd),,6945,317,6483,145
2020-10-27,hoshiarpur,42,,,17 contacts of positive cases. 7 new cases (ili). 18 new cases.,,6078,244,5627,207
2020-10-27,ferozepur,5,,,4 new cases. 1 contact of positive case,,4171,78,3972,121
2020-10-27,pathankot,5,,,5 new cases.,,4380,137,4136,107
2020-10-27,sangrur,8,,,7 new cases. 1 new case (anc),,3877,79,3634,164
2020-10-27,kapurthala,16,,,2 contacts of positive cases. 14 new cases.,,4018,128,3724,166
2020-10-27,faridkot,6,,,,cases details pending as reports received late.,3167,152,2961,54
2020-10-27,muktsar,18,,,3 new cases (opd). 10 new cases (ili). 5 contacts of positive cases.,,2970,156,2753,61
2020-10-27,fazilka,25,,,7 new cases (ili). 18 new cases (opd),,2956,175,2733,48
2020-10-27,moga,3,,,3 new cases.,,2449,29,2341,79
2020-10-27,ropar,12,,,12 new cases.,,2444,173,2158,113
2020-10-27,fg sahib,6,,,4 new cases (opd). 2 new cases (ili),,2148,65,1984,99
2020-10-27,barnala,6,,,4 new cases (opd). 2 new cases.,,2056,184,1823,49
2020-10-27,tarn taran,11,,,5 new cases. 2 contacts of positive case. 4 new cases (opd).,,1994,88,1822,84
2020-10-27,sbs nagar,2,,,2 new cases.,,1874,43,1770,61
2020-10-27,mansa,7,,,7 new cases.,,1886,77,1774,35
2020-10-27,total,,,,,,131737,4089,123510,4138
2020-10-25,ludhiana,55,,,"25 contacts of positive cases, 12 new cass (opd), 8 new cases (ili), 1 new case (pregnant), 1 new case (hcw), 8 new cases",,20022,248,18945,829
2020-10-25,jalandhar,45,,,,rest case details are pending as reports received late,14755,483,13813,459
2020-10-25,patiala,31,,,"4 contacts of positive cases, 27 new cases",,12645,294,11977,374
2020-10-25,sas nagar,43,,,"20 new cases, 18 new cases (opd), 4 new cases (ili), 1 new case (p.w)",,12065,550,11283,232
2020-10-25,amritsar,29,,,"11 contacts of positive cases, 18 new cases",,11701,291,10966,444
2020-10-25,gurdaspur,13,,,13 new cases,,6816,173,6447,196
2020-10-25,bathinda,26,,,"16 new cases (opd), 10 new cases (ili)",,6905,309,6453,143
2020-10-25,hoshiarpur,74,,,"9 contacts of positive cases, 4 new cases (ili), 61 new cases",,6018,234,5579,205
2020-10-25,ferozepur,8,,,"5 contacts of positive cases, 3 new cases",,4156,143,3892,121
2020-10-25,pathankot,21,,,21 new cases,,4361,137,4117,107
2020-10-25,sangrur,2,,,2 new cases,,3867,88,3615,164
2020-10-25,kapurthala,13,,,13 new cases,,3971,131,3676,164
2020-10-25,faridkot,5,,,"1 contact of positive case, 4 new cases (opd)",,3145,142,2949,54
2020-10-25,muktsar,6,,,"4 new cases (opd), 2 new cases (ili)",,2938,152,2726,60
2020-10-25,fazilka,22,,,"6 contacts of positive cases, 1 new case (ili), 15 new cases (opd)",,2925,193,2685,47
2020-10-25,moga,1,,,1 new case,,2445,25,2341,79
2020-10-25,ropar,10,,,10 new cases,,2425,162,2152,111
2020-10-25,fg sahib,6,,,"1 contact of positive case, 5 new cases (opd),",,2138,60,1979,99
2020-10-25,barnala,4,,,"3 new cases (opd), 1 contact of positive case",,2050,193,1808,49
2020-10-25,tarn taran,1,,,1 new case,,1974,90,1800,84
2020-10-25,sbs nagar,0,,,,,1864,38,1765,61
2020-10-25,mansa,0,,,,,1869,81,1753,35
2020-10-25,total,,,,,,131055,4217,122721,4117
2020-10-24,ludhiana,77,,,9 contacts of positive cases. 15 new cases (opd). 6 new cases (ili). 46 new cases. 1 new case (hcw).,,19967,260,18879,828
2020-10-24,jalandhar,39,,,,rest cases details pending as reports received late.,14710,471,13780,459
2020-10-24,patiala,30,,,8 contacts of positive cases. 22 new cases.,,12614,298,11942,374
2020-10-24,sas nagar,51,,,,cases details pending as reports received late.,12022,540,11251,231
2020-10-24,amritsar,36,,,12 contacts of positive cases. 24 new cases.,,11672,278,10951,443
2020-10-24,gurdaspur,16,,,1 new case (ili). 15 new cases.,,6803,178,6429,196
2020-10-24,bathinda,47,,1 new case (domestic traveler),13 new cases (ili). 3 contacts of positive cases. 30 new cases.,,6879,334,6403,142
2020-10-24,hoshiarpur,90,,,2 contacts of positive cases. 3 new cases (ili). 85 new cases.,,5944,189,5550,205
2020-10-24,ferozepur,7,,,4 new cases. 2 contacts of positive cases. 1 new case (sari),,4148,136,3892,120
2020-10-24,pathankot,7,,,7 new cases.,,4340,138,4097,105
2020-10-24,sangrur,6,,,5 new cases. 1 contact of positive case.,,3865,93,3608,164
2020-10-24,kapurthala,9,,,9 new cases.,,3958,140,3654,164
2020-10-24,faridkot,2,,,1 new case (frontline worker). 1 new case (opd),,3140,150,2936,54
2020-10-24,muktsar,15,,,9 new cases (opd). 4 new cases (ili). 2 contacts of positive cases.,,2932,161,2711,60
2020-10-24,fazilka,11,,,11 new cases (opd),,2903,177,2679,47
2020-10-24,moga,3,,,3 new cases.,,2444,29,2337,78
2020-10-24,ropar,14,,,14 new cases,,2415,216,2090,109
2020-10-24,fg sahib,5,,,3 new cases (opd). 2 new cases (ili),,2132,57,1976,99
2020-10-24,barnala,10,,,10 new cases (opd),,2046,197,1800,49
2020-10-24,tarn taran,3,,,1 contact of positive case. 2 new cases.,,1973,105,1784,84
2020-10-24,sbs nagar,2,,,1 new case (ili). 1 new case.,,1864,45,1758,61
2020-10-24,mansa,5,,,5 new cases.,,1869,85,1749,35
2020-10-24,total,,,,,,130640,4277,122256,4107
2020-10-23,ludhiana,53,,,7 contacts of positive cases. 17 new cases (opd). 17 new cases (ili). 9 new cases. 2 new cases (hcw). 1 new case (pre operative),,19890,331,18731,828
2020-10-23,jalandhar,98,,,rest cases details pending as reports received late,,14671,465,13747,459
2020-10-23,patiala,20,,,2 contacts of positive cases. 18 new cases.,,12585,285,11927,373
2020-10-23,sas nagar,53,,,,cases details pending as reports received late.,11971,535,11207,229
2020-10-23,amritsar,38,,,16 contacts of positive cases. 22 new cases.,,11636,264,10934,438
2020-10-23,gurdaspur,13,,,"1 new case (ili), 12 new cases",,6787,181,6410,196
2020-10-23,bathinda,25,,,7 new cases (ili). 1 contact of positive case. 17 new cases (opd),,6832,332,6359,141
2020-10-23,hoshiarpur,75,,,12 contacts of positive cases. 4 new cases (ili). 59 new cases.,,5853,148,5501,204
2020-10-23,ferozepur,9,,,4 contacts of positive cases. 5 new cases.,,4141,129,3892,120
2020-10-23,pathankot,3,,,3 new cases,,4333,164,4065,104
2020-10-23,sangrur,3,,,2 new cases (opd). 1 contact of positive case.,,3859,96,3599,164
2020-10-23,kapurthala,18,,,1 contact of positive case. 17 new cases,,3949,136,3649,164
2020-10-23,faridkot,13,,,5 contacts of positive cases. 2 new cases (frontline workers). 6 new cases.,,3139,165,2920,54
2020-10-23,muktsar,15,,,7 new cases (opd). 4 new cases (ili). 4 contacts of positive cases.,,2917,164,2693,60
2020-10-23,fazilka,14,,,14 new cases (opd),,2892,189,2656,47
2020-10-23,moga,0,,,,,2441,48,2315,78
2020-10-23,ropar,4,,,4 new cases.,,2401,202,2090,109
2020-10-23,fg sahib,4,,,4 new cases (opd),,2127,54,1974,99
2020-10-23,barnala,2,,,2 new cases (opd),,2036,194,1793,49
2020-10-23,tarn taran,5,,,3 new cases (opd). 1 new case. 1 contact of positive case.,,1971,108,1780,83
2020-10-23,sbs nagar,4,,,4 new cases.,,1862,45,1756,61
2020-10-23,mansa,12,,,3 contacts of positive cases. 9 new cases.,,1864,92,1737,35
2020-10-23,total,,,,,,130157,4327,121735,4095
2020-10-22,ludhiana,43,,,3 contacts of positive cases. 10 new cases (opd). 24 new cases (ili). 1 new case (hcw). 1 new case (pre operative). 4 new cases.,,19837,281,18731,825
2020-10-22,jalandhar,82,,,,rest cases details pending as reports received late,14590,454,13677,459
2020-10-22,patiala,20,,,1 contact of positive case. 19 new cases.,,12565,320,11874,371
2020-10-22,sas nagar,57,,,,cases details pending as reports received late.,11918,537,11152,229
2020-10-22,amritsar,47,,,11 contacts of positive cases. 36 new cases.,,11598,277,10886,435
2020-10-22,gurdaspur,32,,,2 contacts of positive cases. 3 new cases (ili). 27 new cases.,,6780,255,6330,195
2020-10-22,bathinda,55,,2 new cases (domestic travelers),18 new cases (ili). 1 contact of positive case. 34 new cases (opd),,6807,351,6318,138
2020-10-22,hoshiarpur,94,,,22 contacts of positive cases. 72 new cases.,,5775,98,5475,202
2020-10-22,ferozepur,13,,,10 new cases. 3 contacts of positive cases.,,4133,120,3892,121
2020-10-22,pathankot,38,,,38 new cases.,,4330,196,4030,104
2020-10-22,sangrur,11,,,3 new cases (ili). 3 contacts of positive cases.. 2 new cases. 3 new cases (opd),,3856,100,3593,163
2020-10-22,kapurthala,7,,,7 new cases.,,3931,133,3634,164
2020-10-22,faridkot,8,,,6 contacts of positive cases. 1 new case (pre operative). 1 new case (frontline worker).,,3126,159,2913,54
2020-10-22,muktsar,27,,,7 new cases (opd). 2 new cases (ili). 7 contacts of positive cases. 11 new cases (prisoners),,2902,180,2663,59
2020-10-22,fazilka,29,,,21 new cases (opd). 5 new cases (ili). 3 new cases.,,2878,219,2613,46
2020-10-22,moga,3,,,3 new cases.,,2441,52,2311,78
2020-10-22,ropar,18,,,18 new cases.,,2396,220,2070,106
2020-10-22,fg sahib,3,,,1 new case (ili). 2 new cases (opd),,2123,63,1961,99
2020-10-22,barnala,15,,,2 contacts of positive cases. 13 new cases (opd),,2034,206,1779,49
2020-10-22,tarn taran,12,,,2 contacts of positive cases. 10 new cases.,,1965,116,1769,80
2020-10-22,sbs nagar,3,,,3 new cases.,,1858,45,1752,61
2020-10-22,mansa,0,,,,,1850,84,1732,34
2020-10-22,total,,,,,,129693,4466,121155,4072
2020-10-21,ludhiana,47,,1 new case (domestic traveler),3 contacts of positive cases. 26 new cases (opd). 9 new cases (ili). 8 new cases.,,19794,278,18691,825
2020-10-21,jalandhar,83,,,,rest cases details pending as reports received late.,14543,476,13609,458
2020-10-21,patiala,27,,,12 new cases (ili). 3 new cases (sari). 12 new cases,,12550,426,11753,371
2020-10-21,sas nagar,53,,,,cases details pending as reports received late.,11861,578,11056,227
2020-10-21,amritsar,53,,,18 contacts of positive cases. 35 new cases.,,11551,287,10830,434
2020-10-21,gurdaspur,4,,,4 new cases,,6750,259,6297,194
2020-10-21,bathinda,16,,,8 new cases (ili). 2 contacts of positive cases. 6 new cases (opd),,6752,316,6298,138
2020-10-21,hoshiarpur,35,,2 new cases (domestic travelers),5 contacts of positive cases. 28 new cases.,,5651,112,5340,199
2020-10-21,ferozepur,2,,,1 new case. 1 new case (sari),,4120,297,3704,119
2020-10-21,pathankot,28,,,28 new cases.,,4292,175,4013,104
2020-10-21,sangrur,6,,,1 new case (pre surgery). 3 new cases (opd). 2 new cases.,,3845,101,3581,163
2020-10-21,kapurthala,19,,,19 new cases.,,3924,145,3615,164
2020-10-21,faridkot,31,,,6 contacts of positive cases. 1 new case (frontline worker). 24 new cases (opd),,3118,170,2894,54
2020-10-21,muktsar,9,,,5 new cases (opd). 3 new cases (ili). 1 contact of positive case.,,2875,168,2648,59
2020-10-21,fazilka,24,,,14 new cases (opd). 8 new cases (ili). 2 new cases.,,2849,216,2587,46
2020-10-21,moga,2,,,2 new cases.,,2438,55,2305,78
2020-10-21,ropar,2,,,2 new cases.,,2378,204,2070,104
2020-10-21,fg sahib,31,,,29 new cases. 2 new cases (opd),,2120,74,1947,99
2020-10-21,barnala,6,,,6 new cases (opd),,2019,203,1767,49
2020-10-21,tarn taran,8,,,3 new cases (opd). 3 new cases. 2 new cases (frontline workers),,1953,115,1758,80
2020-10-21,sbs nagar,10,,,3 new cases (ili). 2 contacts of positive cases.5 new cases.,,1855,52,1742,61
2020-10-21,mansa,3,,,3 new cases.,,1850,101,1715,34
2020-10-21,total,,,,,,129088,4808,120220,4060
2020-10-20,ludhiana,46,,,"6 contacts of positive cases, 8 new cases (opd), 22 new cases (ili), 2 new cases (health care workers), 1 new case (pre-operative), 7 new cases",,19747,272,18654,821
2020-10-20,jalandhar,43,,,case details are pending as reports received late,case details are pending as reports received late,14483,475,13552,456
2020-10-20,patiala,45,,,"7 contacts of positive cases, 38 new cases",,12524,438,11718,368
2020-10-20,sas nagar,32,,,,case details are pending as reports received late,11826,646,10956,224
2020-10-20,amritsar,36,,,"11 contacts of positive cases, 25 new cases",,11499,289,10778,432
2020-10-20,gurdaspur,22,,,"9 contacts of positive case, 2 new cases (ili), 11 new cases",,6745,268,6285,192
2020-10-20,bathinda,57,,,"11 new cases (ili), 1 contact of positive case, 1 new case (p.w), 44 new cases (opd)",,6736,319,6283,134
2020-10-20,hoshiarpur,109,,,"11 contacts of positive cases, 4 new cases (ili), 94 new cases",,5572,125,5250,197
2020-10-20,ferozepur,11,,,"9 new cases, 2 contacts of positive cases",,4118,296,3704,118
2020-10-20,pathankot,9,,,9 new cases,,4264,156,4004,104
2020-10-20,sangrur,16,,,"3 contacts of positive cases, 13 new cases (opd)",,3839,104,3573,162
2020-10-20,kapurthala,3,,,3 new cases,,3905,136,3606,163
2020-10-20,faridkot,13,,1 new case (international traveler),"2 contacts of positive cases, 9 new cases (opd), 1 new case (frontline worker)",,3088,169,2865,54
2020-10-20,muktsar,18,,,"2 contacts of positive cases, 6 new cases (ili), 10 new cases (opd)",,2866,181,2626,59
2020-10-20,fazilka,13,,,"5 new cases (ili), 8 new cases (opd),",,2825,206,2573,46
2020-10-20,moga,4,,,4 new cases,,2436,73,2285,78
2020-10-20,ropar,9,,,9 new cases,,2377,202,2070,105
2020-10-20,fg sahib,3,,,3 new cases (opd),,2089,54,1936,99
2020-10-20,barnala,6,,,6 new cases (opd),,2013,198,1766,49
2020-10-20,tarn taran,8,,,"3 contacts of positive cases, 3 new cases, 1 new case (front line worker), 1 new case (p.w)",,1946,140,1725,81
2020-10-20,sbs nagar,1,,,1 new case,,1845,44,1740,61
2020-10-20,mansa,16,,,16 new cases,,1847,104,1709,34
2020-10-20,total,,,,,,128590,4895,119658,4037
2020-10-19,ludhiana,28,,,"4 contacts of positive cases, 8 new cases (opd), 13 new cases (ili), 1 new case (sari), 2 new case",,19701,275,18606,820
2020-10-19,jalandhar,51,,,,case details are pending as reports received late,14503,641,13408,454
2020-10-19,patiala,24,,,"1 contact case of positive case, 23 new cases",,12479,441,11671,367
2020-10-19,sas nagar,42,,,,case details are pending as reports received late,11794,720,10850,224
2020-10-19,amritsar,28,,,"8 contacts of positive cases, 20 new cases",,11463,313,10719,431
2020-10-19,gurdaspur,25,,,"9 contact cases of positive cases, 16 new cases",,6721,272,6257,192
2020-10-19,bathinda,24,,,"8 new cases (ili), 16 new cases (opd)",,6679,354,6191,134
