date,district,cases_today,percentage_tests_positive,outside_source_details,case_details,remarks,cases_total,active_cases,recovered_total,deaths_total
2020-10-19,hoshiarpur,97,,,"19 contacts of positive cases, 5 new cases (ili), 73 new cases",,5431,97,5139,195
2020-10-19,ferozepur,19,,,"6 contacts of positive cases, 13 new cases",,4107,285,3704,118
2020-10-19,pathankot,14,,,14 new cases,,4255,179,3972,104
2020-10-19,sangrur,15,,,"1 contact of positive case, 14 new cases",,3823,101,3560,162
2020-10-19,kapurthala,17,,,"1 contact of positive case, 16 new cases",,3902,150,3589,163
2020-10-19,faridkot,18,,,"11 contacts of positive cases, 1 new case (frontline worker), 1 new case (pregnant), 5 new cases (opd)",,3075,174,2847,54
2020-10-19,muktsar,15,,,"7 new cases (opd), 3 contacts of positive cases, 5 new cases (ili)",,2848,191,2598,59
2020-10-19,fazilka,10,,,"6 new cases (ili), 4 new cases (opd)",,2812,231,2535,46
2020-10-19,moga,2,,,2 new cases,,2432,81,2273,78
2020-10-19,ropar,6,,,6 new cases,,2368,214,2050,104
2020-10-19,fg sahib,1,,,1 new case (opd),,2086,63,1924,99
2020-10-19,barnala,20,,,20 new cases (opd),,2007,204,1754,49
2020-10-19,tarn taran,10,,,"5 new cases, 2 new cases (prisoners), 3 contact of positive case",,1940,154,1705,81
2020-10-19,sbs nagar,4,,,4 new cases,,1844,53,1730,61
2020-10-19,mansa,3,,,3 new cases,,1833,114,1685,34
2020-10-19,total,,,,,,128103,5307,118767,4029
2020-10-18,ludhiana,67,,,"4 contacts of positive cases, 23 new cases (opd), 24 new cases (ili), 14 new cases, 2 new cases (health care workers)",,19673,355,18499,819
2020-10-18,jalandhar,54,,,,case details are pending as reports received late,14452,590,13408,454
2020-10-18,patiala,52,,,"1 contact of positive case, 51 new cases",,12455,462,11628,365
2020-10-18,sas nagar,41,,,,case details are pending as reports received late,11752,715,10815,222
2020-10-18,amritsar,31,,,"14 contacts of positive cases, 17 new cases",,11435,375,10632,428
2020-10-18,gurdaspur,28,,,"4 new cases (ili), 2 contact positive cases, 22 new cases",,6692,271,6231,190
2020-10-18,bathinda,47,,,"12 new cases (ili), 35 new cases (opd)",,6655,391,6131,133
2020-10-18,hoshiarpur,64,,,"4 contacts of positive cases, 4 new cases (ili), 56 new cases",,5334,209,4930,195
2020-10-18,ferozepur,2,,,"1 contact of positive case, 1 new case",,4088,267,3704,117
2020-10-18,pathankot,9,,,9 new cases,,4245,223,3920,102
2020-10-18,sangrur,16,,,"2 new cases (ili), 12 new cases (opd), 2 new cases (frontline workers)",,3808,93,3553,162
2020-10-18,kapurthala,19,,,"2 contacts of positive cases, 17 new cases",,3885,162,3560,163
2020-10-18,faridkot,5,,,,case details are pending as reports received late,3057,199,2804,54
2020-10-18,muktsar,12,,,"9 new cases (opd), 3 new cases (ili)",,2833,196,2578,59
2020-10-18,fazilka,6,,,"2 new cases (ili), 4 new cases (opd)",,2802,267,2489,46
2020-10-18,moga,1,,,1 new case,,2430,92,2260,78
2020-10-18,ropar,3,,,3 new cases,,2362,226,2032,104
2020-10-18,fg sahib,2,,,2 new cases (opd),,2085,67,1919,99
2020-10-18,barnala,1,,,1 new case (opd),,1987,187,1751,49
2020-10-18,tarn taran,5,,,"1 contact of positive case, 3 new cases, 1 new case (opd)",,1930,173,1676,81
2020-10-18,sbs nagar,5,,,"1 new case (ili), 4 new cases",,1840,76,1706,58
2020-10-18,mansa,6,,,6 new cases,,1830,139,1657,34
2020-10-18,total,,,,,,127630,5735,117883,4012
2020-10-17,ludhiana,54,,,"11 contacts of positive case, 10 new cases (opd), 10 new case, 23 new cases (ili)",,19606,342,18446,818
2020-10-17,jalandhar,73,,,,case details are pending as reports received late,14398,664,13282,452
2020-10-17,patiala,28,,,"2 contacts of positive cases, 26 new cases",,12403,480,11560,363
2020-10-17,sas nagar,48,,,case details are pending as reports received late,case details are pending as reports received late,11711,807,10685,219
2020-10-17,amritsar,36,,,"12 contacts of positive cases, 24 new cases",,11404,435,10541,428
2020-10-17,gurdaspur,12,,,"4 new cases (ili), 2 contacts of positive cases, 6 new cases",,6675,312,6174,189
2020-10-17,bathinda,27,,,"10 new cases (ili), 2 contacts of positive cases, 15 new cases (opd)",,6608,396,6079,133
2020-10-17,hoshiarpur,9,,,"4 contacts of positive cases, 5 new cases",,5259,263,4802,194
2020-10-17,ferozepur,11,,,"7 contacts of positive cases, 1 new case (sari), 3 new cases",,4086,267,3702,117
2020-10-17,pathankot,22,,,"19 new cases (opd), 3 new cases (ili)",,4236,274,3861,101
2020-10-17,sangrur,6,,,"1 new case (ili), 1 contact of positive case, 4 new cases (opd)",,3792,89,3541,162
2020-10-17,kapurthala,10,,,10 new cases,,3866,182,3521,163
2020-10-17,faridkot,17,,,"1 new case (sari), 2 contacts of positive cases,1 new case (pregnant), 13 new cases (opd)",,3052,194,2804,54
2020-10-17,muktsar,3,,,3 new cases (opd),,2821,195,2567,59
2020-10-17,fazilka,21,,,"3 new cases (ili), 18 new cases (opd)",,2796,284,2466,46
2020-10-17,moga,5,,,5 new cases,,2429,109,2242,78
2020-10-17,ropar,2,,,2 new cases,,2359,256,2001,102
2020-10-17,fg sahib,1,,,1 new case (opd),,2083,77,1907,99
2020-10-17,barnala,16,,,"4 contacts of positive cases, 7 new cases (opd), 5 new cases (prisoners)",,1986,192,1745,49
2020-10-17,tarn taran,12,,,"6 new cases, 1 new case (pregnant), 3 contacts of positive case, 2 new cases (opd)",,1925,186,1658,81
2020-10-17,sbs nagar,3,,,"1 contact of positive cases, 2 new cases (ili)",,1835,80,1697,58
2020-10-17,mansa,11,,,11 new cases,,1824,146,1644,34
2020-10-17,total,,,,,,127154,6230,116925,3999
2020-10-16,ludhiana,68,,,"13 contacts of positive cases, 28 new cases (opd), 15 new cases (ili), 3 new cases (health care workers), 8 new cases, 1 new case (pre-operative)",,19552,353,18382,817
2020-10-16,jalandhar,54,,,,case details are pending as reports received late,14325,720,13154,451
2020-10-16,patiala,60,,,"6 contacts of positive cases, 54 new cases",,12375,505,11507,363
2020-10-16,sas nagar,42,,,,case details are pending as reports received late,11663,842,10604,217
2020-10-16,amritsar,40,,,"16 contacts of positive cases, 24 new cases",,11368,454,10489,425
2020-10-16,gurdaspur,25,,,"7 contacts of positive cases, 18 new cases",,6674,363,6124,187
2020-10-16,bathinda,43,,1 new case (domestic traveler),"19 new cases (ili), 3 contacts of positive cases, 1 new case (pregnant), 19 new cases (opd)",,6581,429,6019,133
2020-10-16,hoshiarpur,23,,4 new case (domestic traveler),"9 contacts of positive cases, 10 new cases",,5251,310,4749,192
2020-10-16,ferozepur,18,,,"8 contacts of positive cases, 10 new cases",,4075,257,3701,117
2020-10-16,pathankot,37,,,"6 contacts of positive cases, 31 new cases",,4212,284,3830,98
2020-10-16,sangrur,11,,,"1 new case (ili), 10 new cases",,3786,112,3513,161
2020-10-16,kapurthala,11,,,11 new cases,,3856,203,3490,163
2020-10-16,faridkot,10,,,"1 new case (ili), 1 contact of positive case, 8 new cases (opd)",,3035,184,2797,54
2020-10-16,muktsar,15,,,"6 new cases (opd), 4 new cases (ili), 5 contacts of positive cases",,2818,217,2542,59
2020-10-16,fazilka,7,,,"2 new cases (ili), 5 new cases (opd)",,2775,278,2451,46
2020-10-16,moga,8,,,8 new cases,,2424,120,2226,78
2020-10-16,ropar,2,,,2 new cases,,2357,255,2001,101
2020-10-16,fg sahib,8,,,8 new cases (opd),,2082,92,1892,98
2020-10-16,barnala,5,,,"1 contacts of positive cases, 4 new cases (opd)",,1970,185,1736,49
2020-10-16,tarn taran,5,,,"3 contacts of positive cases, 2 new cases (opd)",,1913,200,1633,80
2020-10-16,sbs nagar,8,,,"3 contacts of positive cases, 1 new case (ili), 4 new cases",,1832,87,1687,58
2020-10-16,mansa,7,,,7 new cases,,1813,142,1638,33
2020-10-16,total,,,,,,126737,6592,116165,3980
2020-10-15,ludhiana,81,,,"12 contacts of positive cases, 34 new cases (opd), 25 new cases (ili), 3 new cases (sari), 1 new case (pregnant), 6 new cases",,19484,393,18279,812
2020-10-15,jalandhar,64,,,,case details are pending as report received late,14271,757,13066,448
2020-10-15,patiala,32,,,"2 contact of positive cases, 30 new cases",,12315,485,11467,363
2020-10-15,sas nagar,66,,,,case details are pending as report received late,11621,924,10481,216
2020-10-15,amritsar,45,,,"12 contact of positive cases, 33 new cases,",,11328,539,10370,419
2020-10-15,gurdaspur,33,,,"15 contacts of positive case, 5 new cases (ili),1 new case (pregnant), 12 new cases",,6649,391,6072,186
2020-10-15,bathinda,29,,,"10 new cases (ili), 19 new cases (opd)",,6538,490,5916,132
2020-10-15,hoshiarpur,32,,6 new cases (domestic travellers),"13 contact of positive cases, 13 new cases",,5228,399,4639,190
2020-10-15,ferozepur,7,,,"4 new cases, 2 contact of positive case, 1 new case (sari)",,4057,241,3701,115
2020-10-15,pathankot,16,,,"8 contact of positive cases, 5 new cases (ili), 3 new cases",,4175,269,3809,97
2020-10-15,sangrur,8,,,"2 new cases (ili), 1 contact of positive case, 5 new cases (opd)",,3775,115,3499,161
2020-10-15,kapurthala,5,,,5 new cases,,3845,230,3452,163
2020-10-15,faridkot,15,,,"3 contact of positive cases, 1 new case (pre-surgery), 11 new cases (opd)",,3025,194,2777,54
2020-10-15,muktsar,12,,,"4 new cases (opd), 5 new cases (ili), 3 contacts of positive cases",,2803,224,2520,59
2020-10-15,fazilka,12,,,"7 new cases (opd), 5 new cases (ili)",,2768,299,2423,46
2020-10-15,moga,3,,,3 new cases,,2416,135,2203,78
2020-10-15,ropar,13,,,13 new cases,,2355,289,1967,99
2020-10-15,fg sahib,9,,,9 new cases (opd),,2074,90,1886,98
2020-10-15,barnala,10,,,"4 contact of positive cases, 6 new cases (opd)",,1965,187,1729,49
2020-10-15,tarn taran,10,,,"7 new cases, 3 contacts of positive cases",,1908,199,1631,78
2020-10-15,sbs nagar,4,,,"3 new cases, 1 new case (ili)",,1824,88,1678,58
2020-10-15,mansa,5,,,5 new cases,,1806,152,1621,33
2020-10-15,total,,,,,,126230,7090,115186,3954
2020-10-14,ludhiana,64,,,"8 contact of positive cases, 20 new cases (opd), 23 new cases (ili), 12 new cases, 1 new case (health care worker)",,19403,413,18181,809
2020-10-14,jalandhar,37,,,,case details are pending as report received late.,14246,831,12969,446
2020-10-14,patiala,51,,,"10 contact of positive cases, 41 new cases",,12286,528,11396,362
2020-10-14,sas nagar,22,,,,case details are pending as report received late.,11555,954,10394,207
2020-10-14,amritsar,22,,,"5 contact of positive cases, 17 new cases",,11282,566,10298,418
2020-10-14,gurdaspur,31,,,"10 contacts of positive cases, 1 new case (anc), 3 new cases (ili), 17 new cases",,6612,411,6017,184
2020-10-14,bathinda,68,,,"2 contact of positive cases, 12 new cases (ili), 3 new cases (prisoners), 51 new cases (opd)",,6509,540,5838,131
2020-10-14,hoshiarpur,47,,,"24 contact of positive cases, 23 new cases",,5195,407,4598,190
2020-10-14,ferozepur,6,,,"2 new cases, 3 contact of positive, 1 new case (sari)",,4058,279,3664,115
2020-10-14,pathankot,31,,,"12 contact of positive cases, 2 new cases (ili), 17 new cases",,4160,310,3753,97
2020-10-14,sangrur,10,,,"2 contact of positive cases, 3 new cases, 5 new cases (opd)",,3766,118,3487,161
2020-10-14,kapurthala,32,,,"4 contact of positive cases, 5 new cases (ili), 23 new cases",,3839,254,3424,161
2020-10-14,faridkot,15,,,"4 new cases (front line workers), 9 new cases (opd), 2 new cases (pre-operative surgery)",,3010,202,2754,54
2020-10-14,muktsar,23,,,"5 contact of positive cases, 12 new cases (opd), 6 new cases (ili)",,2791,411,2322,58
2020-10-14,fazilka,16,,,"4 new cases (ili), 12 new cases (opd)",,2754,296,2413,45
2020-10-14,moga,7,,,7 new cases,,2413,164,2171,78
2020-10-14,ropar,17,,,17 new cases,,2342,298,1950,94
2020-10-14,fg sahib,15,,,"4 contact of positive cases, 2 new cases (ili), 9 new cases (opd)",,2065,96,1872,97
2020-10-14,barnala,10,,,"4 contact of positive cases, 6 new cases",,1955,197,1709,49
2020-10-14,tarn taran,10,,,"4 new cases (opd), 6 new cases",,1898,228,1592,78
2020-10-14,sbs nagar,4,,,4 new cases,,1820,96,1666,58
2020-10-14,mansa,11,,,"4 contacts of positive cases, 7 new cases",,1801,161,1607,33
2020-10-14,total,,,,,,125760,7760,114075,3925
2020-10-13,ludhiana,103,,,12 contacts of positive cases. 36 new cases (opd). 36 new cases (ili). 18 new cases. 1 new case (sari),,19339,480,18053,806
2020-10-13,jalandhar,95,,,,rest cases details pending as reports received late.,14209,927,12841,441
2020-10-13,patiala,44,,,7 contacts of positive case. 37 new cases,,12235,526,11350,359
2020-10-13,sas nagar,57,,,,cases details pending as reports received late.,11533,941,10394,198
2020-10-13,amritsar,57,,,29 contacts of positive cases. 28 new cases.,,11260,666,10177,417
2020-10-13,gurdaspur,40,,,13 contacts of positive cases. 10 new cases (ili). 1 new case (anc). 16 new cases.,,6581,407,5990,184
2020-10-13,bathinda,55,,,1 contact of positive case. 5 new cases (ili). 45 new cases. 4 new cases.,,6441,648,5662,131
2020-10-13,hoshiarpur,41,,,11 contacts of positive cases. 4 new cases (ili). 26 new cases.,,5148,417,4542,189
2020-10-13,ferozepur,15,,,6 new cases. 9 contacts of positive cases.,,4052,337,3602,113
2020-10-13,pathankot,7,,,7 new cases.,,4129,294,3740,95
2020-10-13,sangrur,12,,,2 new cases (ili). 1 contact of positive case. 9 new cases.,,3756,127,3469,160
2020-10-13,kapurthala,20,,,3 new cases (ili). 17 new cases.,,3807,257,3389,161
2020-10-13,faridkot,15,,,2 new cases (frontline workers). 1 new case (sari). 2 new cases,,2995,212,2730,53
2020-10-13,muktsar,29,,,17 new cases (opd). 5 new cases (ili). 7 contacts of positive cases.,,2768,411,2301,56
2020-10-13,fazilka,18,,,8 new cases (ili). 10 new cases,,2738,314,2379,45
2020-10-13,moga,4,,,4 new cases.,,2406,161,2167,78
2020-10-13,ropar,28,,,28 new cases.,,2325,296,1935,94
2020-10-13,fg sahib,12,,,12 new cases (opd),,2050,85,1868,97
2020-10-13,barnala,3,,,3 contacts of positive cases.,,1945,205,1692,48
2020-10-13,tarn taran,18,,,7 new cases. 2 new cases (opd). 1 new case (frontline worker). 1 new case (anc). 1 new case (pre operative). 1 new case. 5 contacts of positive cases.,,1888,220,1590,78
2020-10-13,sbs nagar,14,,,3 new cases (ili). 11 new cases,,1816,110,1648,58
2020-10-13,mansa,5,,,3 contacts of positive case. 2 new cases.,,1790,171,1586,33
2020-10-13,total,,,,,,125211,8212,113105,3894
2020-10-12,ludhiana,62,,,5 contacts of positive cases. 25 new cases (opd). 21 new cases (ili). 1 new case (hcw). 9 new cases. 1 new case (pre operative),,19236,451,17983,802
2020-10-12,jalandhar,82,,,,rest cases details pending as reports received late.,14114,921,12754,439
2020-10-12,patiala,14,,,3 contacts of positive cases. 11 new cases.,,12191,570,11264,357
2020-10-12,sas nagar,58,,,,cases details pending as reports received late.,11492,962,10334,196
2020-10-12,amritsar,48,,,21 contacts of positive cases. 27 new cases.,,11203,744,10048,411
2020-10-12,gurdaspur,38,,,7 new cases (ili). 6 contacts of positive cases. 1 new case (anc). 24 new cases.,,6541,411,5949,181
2020-10-12,bathinda,54,,3 new cases (domestic travelers),3 new cases (hcw). 18 new cases (ili). 30 new cases,,6386,736,5519,131
2020-10-12,hoshiarpur,35,,,17 contacts of positive cases. 5 new cases (ili). 13 new cases.,,5107,436,4484,187
2020-10-12,ferozepur,28,,,10 new cases. 18 contacts of positive cases.,,4037,322,3602,113
2020-10-12,pathankot,34,,,6 contacts of positive cases. 28 new cases.,,4122,334,3693,95
2020-10-12,sangrur,8,,,2 new cases (ili). 1 contact of positive case. 5 new cases.,,3744,130,3457,157
2020-10-12,kapurthala,21,,,1 new case (police personnel). 3 new cases (opd). 17 new cases,,3787,296,3332,159
2020-10-12,faridkot,17,,,2 new cases (ili). 1 contact of positive case. 2 new cases. 12 new cases (opd),,2980,-73,3000,53
2020-10-12,muktsar,15,,,8 new cases (opd). 4 new cases (ili). 3 contacts of positive case.,,2739,410,2275,54
2020-10-12,fazilka,12,,,11 new cases (opd). 1 contact of positive case.,,2720,311,2365,44
2020-10-12,moga,2,,,2 new cases.,,2402,167,2158,77
2020-10-12,ropar,4,,,4 new cases.,,2297,295,1910,92
2020-10-12,fg sahib,6,,,2 new cases (ili). 4 new cases (opd),,2038,91,1850,97
2020-10-12,barnala,11,,,8 new cases (opd). 3 contacts of positive cases.,,1942,215,1680,47
2020-10-12,tarn taran,5,,,2 contacts of positive cases. 1 new case (opd). 2 new cases.,,1870,222,1570,78
2020-10-12,sbs nagar,9,,,2 new cases (ili). 7 new cases.,,1802,115,1630,57
2020-10-12,mansa,18,,,18 new cases.,,1785,192,1560,33
2020-10-12,total,,,,,,124535,8258,112417,3860
2020-10-11,ludhiana,91,,1 new case (foreign traveler),3 contacts of positive case. 14 new cases (opd). 37 new cases (ili). 2 new cases (police personnel). 34 new cases.,,19174,490,17885,799
2020-10-11,jalandhar,53,,,,cases details pending as reports received late.,14032,932,12663,437
2020-10-11,patiala,51,,,5 contacts of positive cases. 46 new cases.,,12177,615,11207,355
2020-10-11,sas nagar,114,,,,cases details pending as reports received late,11434,1172,10066,196
2020-10-11,amritsar,65,,,23 contacts of positive cases. 42 new cases.,,11155,794,9954,407
2020-10-11,gurdaspur,40,,,10 contacts of positive cases. 8 new cases (ili). 22 new cases.,,6520,491,5853,176
2020-10-11,bathinda,17,,,4 new cases (ili). 13 new cases.,,6344,865,5348,131
2020-10-11,hoshiarpur,30,,,8 contacts of positive cases. 4 new cases (ili). 18 new cases.,,5072,426,4461,185
2020-10-11,ferozepur,7,,,5 new cases. 2 contact of positive case.,,4014,340,3564,110
2020-10-11,pathankot,36,,,6 contacts of positive cases. 30 new cases.,,4071,320,3657,94
2020-10-11,sangrur,10,,,2 new cases (ili). 1 contact of positive case. 2 new cases (opd). 5 new cases.,,3736,138,3441,157
2020-10-11,kapurthala,16,,,1 new case (hcw). 2 contacts of positive cases. 13 new cases.,,3766,332,3276,158
2020-10-11,faridkot,13,,,2 new cases (sari). 11 new cases (opd).,,2963,229,2682,52
2020-10-11,muktsar,25,,,10 new cases (opd). 2 new cases (ili). 9 contacts of positive cases. 4 new cases (prisoners),,2724,419,2252,53
2020-10-11,fazilka,34,,,34 new cases (opd),,2708,324,2341,43
2020-10-11,moga,8,,,8 new cases.,,2400,238,2085,77
2020-10-11,ropar,4,,,4 new cases.,,2293,300,1901,92
2020-10-11,fg sahib,8,,,1 contact of positive case. 1 new case (frontline worker). 6 new cases (opd),,2032,97,1839,96
2020-10-11,barnala,9,,,6 contacts of positive cases. 3 new cases (opd),,1931,211,1673,47
2020-10-11,tarn taran,17,,,5 new cases (opd). 8 new cases. 4 contacts of positive cases.,,1866,226,1562,78
2020-10-11,sbs nagar,18,,,1 contact of positive case. 17 new cases.,,1794,124,1613,57
2020-10-11,mansa,3,,,3 new cases.,,1767,192,1542,33
2020-10-11,total,,,,,,123973,9275,110865,3833
2020-10-10,ludhiana,43,,,3 contacts of positive cases. 13 new cases (opd). 19 new cases (ili). 2 new cases (anc). 1 new case (hcw). 1 new case (pre operative). 4 new cases.,,19083,489,17800,794
2020-10-10,jalandhar,77,,,,cases details pending as reports received late.,13989,1033,12523,433
2020-10-10,patiala,54,,,4 contacts of positive cases. 50 new cases,,12126,659,11115,352
2020-10-10,sas nagar,125,,,,cases details pending as reports received late.,11320,1178,9946,196
2020-10-10,amritsar,69,,,31 contacts of positive cases. 38 new cases.,,11090,833,9853,404
2020-10-10,gurdaspur,109,,,24 contacts of positive cases. 8 new cases (ili). 77 new cases.,,6480,491,5815,174
2020-10-10,bathinda,64,,2 new cases (domestic travelers),20 new cases (ili). 4 new cases (hcw). 38 new cases.,,6327,1012,5186,129
